profile_uuid,bank_uuid,name,bic,url,adapter_id,bank_code,idp_url,aspsp_sca_approaches,protocol_type,is_sandbox
8d5eed33-8878-4bc4-9f90-17d996ca3461,b6a23f57-ac6d-43d4-a94a-41e1588e6c83,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,38440016,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
efb8959e-3b25-461d-88aa-8fb81c355cd0,2970af5f-eecf-47dc-ba66-0aad3a4a47aa,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,39040013,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
883eda4a-8d4f-4c58-94fb-1382136cf57d,16a495ac-d05e-41eb-9420-e2f26fc2e6ff,Commerzbank vormals Dresdner Bank,DRESDEFF390,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,39080005,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
108bb702-d4ea-4c06-9581-6318801b6325,0b826ea1-8251-489f-b2c2-9fe6aa834945,Commerzbank vormals Dresdner Bank Zw 98,DRESDEFFI37,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,39080098,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
dc0c3f56-d09c-4621-ba18-c435386dbf1d,53474d43-5e8e-4f77-afc9-e7efa3887441,Commerzbank vormals Dresdner Bank Zw 99,DRESDEFFI38,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,39080099,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
c9e0621f-2887-497a-977a-90b5eb82f0d1,7040be1c-4631-4b5b-8fda-5d2d10191c9a,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,39540052,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
1077cae6-3fb5-4f6b-af59-aa235037ff7a,5ff4da57-5583-4f20-bac9-a8656e9a90e5,Commerzbank vormals Dresdner Bank,DRESDEFF395,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,39580041,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
719b4462-af49-4166-b298-6165eca63005,69c3e8d2-81c2-49d3-9f54-840895f1fdd2,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,40040028,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
a49478ab-1fd1-4623-83aa-7d5959868fdd,2fc9085f-4867-4b0e-9322-2f7a6a02451e,Commerzbank vormals Dresdner Bank,DRESDEFF400,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,40080040,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
55fb235b-4dd3-442b-a5f2-986dc15ce4a5,97f0dea0-c084-4158-9fef-1e19803c7d9d,Commerzbank vormals Dresdner Bank PCC DCC-ITGK 1,DRESDEFFI68,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,40080085,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
2e64700e-b29f-49b3-b693-e651482d2fd4,11495151-ab50-4a04-be1e-b0049a8bc45c,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,40340030,https://psd2.api.commerzbank.com/berlingroup,,XS2A,false
