id,bank_uuid,protocol_action,protocol_bean_name,consent_supported
10097,46c7674a-5ccb-461a-8832-911e1ce2fb46,LIST_TRANSACTIONS,xs2aListTransactions,true
10098,46c7674a-5ccb-461a-8832-911e1ce2fb46,AUTHORIZATION,,true
10099,46c7674a-5ccb-461a-8832-911e1ce2fb46,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10100,46c7674a-5ccb-461a-8832-911e1ce2fb46,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10101,46c7674a-5ccb-461a-8832-911e1ce2fb46,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10102,f1d0c28f-8d41-4fa0-b2ba-682ad774a805,LIST_ACCOUNTS,hbciListAccounts,false
10103,f1d0c28f-8d41-4fa0-b2ba-682ad774a805,LIST_TRANSACTIONS,hbciListTransactions,false
10104,f1d0c28f-8d41-4fa0-b2ba-682ad774a805,AUTHORIZATION,,false
10105,f1d0c28f-8d41-4fa0-b2ba-682ad774a805,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10106,f1d0c28f-8d41-4fa0-b2ba-682ad774a805,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10107,f1d0c28f-8d41-4fa0-b2ba-682ad774a805,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10108,f3f43a35-9d01-4054-9bd8-588f1b845781,LIST_ACCOUNTS,xs2aListAccounts,true
10109,f3f43a35-9d01-4054-9bd8-588f1b845781,LIST_TRANSACTIONS,xs2aListTransactions,true
10110,f3f43a35-9d01-4054-9bd8-588f1b845781,AUTHORIZATION,,true
10111,f3f43a35-9d01-4054-9bd8-588f1b845781,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10112,f3f43a35-9d01-4054-9bd8-588f1b845781,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10113,f3f43a35-9d01-4054-9bd8-588f1b845781,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10114,f7ddc046-4232-4d70-a620-b85538ffbe37,LIST_ACCOUNTS,hbciListAccounts,false
10115,f7ddc046-4232-4d70-a620-b85538ffbe37,LIST_TRANSACTIONS,hbciListTransactions,false
10116,f7ddc046-4232-4d70-a620-b85538ffbe37,AUTHORIZATION,,false
10117,f7ddc046-4232-4d70-a620-b85538ffbe37,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10118,f7ddc046-4232-4d70-a620-b85538ffbe37,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10119,f7ddc046-4232-4d70-a620-b85538ffbe37,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10120,817d890b-daf1-4df4-b805-21de883166fe,LIST_ACCOUNTS,xs2aListAccounts,true
10121,817d890b-daf1-4df4-b805-21de883166fe,LIST_TRANSACTIONS,xs2aListTransactions,true
10122,817d890b-daf1-4df4-b805-21de883166fe,AUTHORIZATION,,true
10123,817d890b-daf1-4df4-b805-21de883166fe,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10124,817d890b-daf1-4df4-b805-21de883166fe,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10125,817d890b-daf1-4df4-b805-21de883166fe,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10126,ff634216-08bf-4d72-a80f-dd639210d887,LIST_ACCOUNTS,hbciListAccounts,false
10127,ff634216-08bf-4d72-a80f-dd639210d887,LIST_TRANSACTIONS,hbciListTransactions,false
10128,ff634216-08bf-4d72-a80f-dd639210d887,AUTHORIZATION,,false
10129,ff634216-08bf-4d72-a80f-dd639210d887,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10130,ff634216-08bf-4d72-a80f-dd639210d887,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10131,ff634216-08bf-4d72-a80f-dd639210d887,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10132,cca91d83-3f54-4455-9ea8-7f9ec81ef7bf,LIST_ACCOUNTS,xs2aListAccounts,true
10133,cca91d83-3f54-4455-9ea8-7f9ec81ef7bf,LIST_TRANSACTIONS,xs2aListTransactions,true
10134,cca91d83-3f54-4455-9ea8-7f9ec81ef7bf,AUTHORIZATION,,true
10135,cca91d83-3f54-4455-9ea8-7f9ec81ef7bf,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10136,cca91d83-3f54-4455-9ea8-7f9ec81ef7bf,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10137,cca91d83-3f54-4455-9ea8-7f9ec81ef7bf,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10138,58ce65e4-4839-4c6b-aa86-8c93cecbf9c1,LIST_ACCOUNTS,hbciListAccounts,false
10139,58ce65e4-4839-4c6b-aa86-8c93cecbf9c1,LIST_TRANSACTIONS,hbciListTransactions,false
10140,58ce65e4-4839-4c6b-aa86-8c93cecbf9c1,AUTHORIZATION,,false
10141,58ce65e4-4839-4c6b-aa86-8c93cecbf9c1,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10142,58ce65e4-4839-4c6b-aa86-8c93cecbf9c1,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10143,58ce65e4-4839-4c6b-aa86-8c93cecbf9c1,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10144,8fc84960-3e44-4f86-ab1d-945da7dac0c2,LIST_ACCOUNTS,xs2aListAccounts,true
10145,8fc84960-3e44-4f86-ab1d-945da7dac0c2,LIST_TRANSACTIONS,xs2aListTransactions,true
10146,8fc84960-3e44-4f86-ab1d-945da7dac0c2,AUTHORIZATION,,true
10147,8fc84960-3e44-4f86-ab1d-945da7dac0c2,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10148,8fc84960-3e44-4f86-ab1d-945da7dac0c2,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10149,8fc84960-3e44-4f86-ab1d-945da7dac0c2,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10150,de69db0e-a63c-4360-8836-10106365ba7d,LIST_ACCOUNTS,hbciListAccounts,false
10151,de69db0e-a63c-4360-8836-10106365ba7d,LIST_TRANSACTIONS,hbciListTransactions,false
10152,de69db0e-a63c-4360-8836-10106365ba7d,AUTHORIZATION,,false
10153,de69db0e-a63c-4360-8836-10106365ba7d,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10154,de69db0e-a63c-4360-8836-10106365ba7d,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10155,de69db0e-a63c-4360-8836-10106365ba7d,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10156,2f4857d8-b4c2-482d-896d-7fa64ab8048d,LIST_ACCOUNTS,xs2aListAccounts,true
10157,2f4857d8-b4c2-482d-896d-7fa64ab8048d,LIST_TRANSACTIONS,xs2aListTransactions,true
10158,2f4857d8-b4c2-482d-896d-7fa64ab8048d,AUTHORIZATION,,true
10159,2f4857d8-b4c2-482d-896d-7fa64ab8048d,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10160,2f4857d8-b4c2-482d-896d-7fa64ab8048d,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10161,2f4857d8-b4c2-482d-896d-7fa64ab8048d,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10162,1019b4aa-d439-4059-bdfe-6aa9f1bf72de,LIST_ACCOUNTS,hbciListAccounts,false
10163,1019b4aa-d439-4059-bdfe-6aa9f1bf72de,LIST_TRANSACTIONS,hbciListTransactions,false
10164,1019b4aa-d439-4059-bdfe-6aa9f1bf72de,AUTHORIZATION,,false
10165,1019b4aa-d439-4059-bdfe-6aa9f1bf72de,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10166,1019b4aa-d439-4059-bdfe-6aa9f1bf72de,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10167,1019b4aa-d439-4059-bdfe-6aa9f1bf72de,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10168,37f9b0b7-03d9-4d58-9a6e-3b277de5ea1b,LIST_ACCOUNTS,xs2aListAccounts,true
10169,37f9b0b7-03d9-4d58-9a6e-3b277de5ea1b,LIST_TRANSACTIONS,xs2aListTransactions,true
10170,37f9b0b7-03d9-4d58-9a6e-3b277de5ea1b,AUTHORIZATION,,true
10171,37f9b0b7-03d9-4d58-9a6e-3b277de5ea1b,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10172,37f9b0b7-03d9-4d58-9a6e-3b277de5ea1b,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10173,37f9b0b7-03d9-4d58-9a6e-3b277de5ea1b,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10174,0f2398c0-5b02-455b-9c9d-c56106122788,LIST_ACCOUNTS,hbciListAccounts,false
10175,0f2398c0-5b02-455b-9c9d-c56106122788,LIST_TRANSACTIONS,hbciListTransactions,false
10176,0f2398c0-5b02-455b-9c9d-c56106122788,AUTHORIZATION,,false
10177,0f2398c0-5b02-455b-9c9d-c56106122788,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10178,0f2398c0-5b02-455b-9c9d-c56106122788,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10179,0f2398c0-5b02-455b-9c9d-c56106122788,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10180,688b503d-0f75-4e9a-8944-c0fc4420d92e,LIST_ACCOUNTS,xs2aListAccounts,true
10181,688b503d-0f75-4e9a-8944-c0fc4420d92e,LIST_TRANSACTIONS,xs2aListTransactions,true
10182,688b503d-0f75-4e9a-8944-c0fc4420d92e,AUTHORIZATION,,true
10183,688b503d-0f75-4e9a-8944-c0fc4420d92e,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10184,688b503d-0f75-4e9a-8944-c0fc4420d92e,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10185,688b503d-0f75-4e9a-8944-c0fc4420d92e,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10186,475872f7-c8d2-4f41-9d1d-8c8d0fb7513d,LIST_ACCOUNTS,hbciListAccounts,false
10187,475872f7-c8d2-4f41-9d1d-8c8d0fb7513d,LIST_TRANSACTIONS,hbciListTransactions,false
10188,475872f7-c8d2-4f41-9d1d-8c8d0fb7513d,AUTHORIZATION,,false
10189,475872f7-c8d2-4f41-9d1d-8c8d0fb7513d,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10190,475872f7-c8d2-4f41-9d1d-8c8d0fb7513d,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10191,475872f7-c8d2-4f41-9d1d-8c8d0fb7513d,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10192,76d7e319-fddc-46a4-84fb-607238ddeeae,LIST_ACCOUNTS,xs2aListAccounts,true
10193,76d7e319-fddc-46a4-84fb-607238ddeeae,LIST_TRANSACTIONS,xs2aListTransactions,true
10194,76d7e319-fddc-46a4-84fb-607238ddeeae,AUTHORIZATION,,true
10195,76d7e319-fddc-46a4-84fb-607238ddeeae,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10196,76d7e319-fddc-46a4-84fb-607238ddeeae,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10197,76d7e319-fddc-46a4-84fb-607238ddeeae,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10198,f95f0755-982b-4765-b7e8-e4d6dbda0b91,LIST_ACCOUNTS,hbciListAccounts,false
10199,f95f0755-982b-4765-b7e8-e4d6dbda0b91,LIST_TRANSACTIONS,hbciListTransactions,false
10200,f95f0755-982b-4765-b7e8-e4d6dbda0b91,AUTHORIZATION,,false
10201,f95f0755-982b-4765-b7e8-e4d6dbda0b91,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10202,f95f0755-982b-4765-b7e8-e4d6dbda0b91,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10203,f95f0755-982b-4765-b7e8-e4d6dbda0b91,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10204,b8a8c9bd-5751-4db6-879f-9654fa657552,LIST_ACCOUNTS,xs2aListAccounts,true
10205,b8a8c9bd-5751-4db6-879f-9654fa657552,LIST_TRANSACTIONS,xs2aListTransactions,true
10206,b8a8c9bd-5751-4db6-879f-9654fa657552,AUTHORIZATION,,true
10207,b8a8c9bd-5751-4db6-879f-9654fa657552,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10208,b8a8c9bd-5751-4db6-879f-9654fa657552,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
