uuid,name,bic,url,adapter_id,bank_code,idp_url,aspsp_sca_approaches
f28fd938-177f-4c59-bd17-fac03d8dc2d9,Commerzbank vormals Dresdner Bank PCC DCC-ITGK 2,DRESDEFFJ15,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,50880086,https://psd2.api.commerzbank.com/berlingroup,
ee40bad5-d4b9-474d-ac3c-f8fa01dc19e6,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51040038,https://psd2.api.commerzbank.com/berlingroup,
4a362874-538f-4483-9987-13367acff60f,Commerzbank vormals Dresdner Bank,DRESDEFF510,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51080060,https://psd2.api.commerzbank.com/berlingroup,
9cb79179-1d65-4180-8613-770db05e60ba,Commerzbank vormals Dresdner Bank PCC DCC-ITGK 1,DRESDEFFJ16,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51080085,https://psd2.api.commerzbank.com/berlingroup,
f409997d-b571-464d-949c-6881b33b53a4,Commerzbank vormals Dresdner Bank PCC DCC-ITGK2,DRESDEFFJ17,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51080086,https://psd2.api.commerzbank.com/berlingroup,
7ba98121-e79c-4961-9304-d13aeab430b3,Commerzbank vormals Dresdner Bank ITGK,DRESDEFFI20,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51089410,https://psd2.api.commerzbank.com/berlingroup,
efda1792-22e6-499a-a0a0-8d208a2fd092,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51140029,https://psd2.api.commerzbank.com/berlingroup,
837bf783-7307-44a3-a4c8-bcde5d0fbf74,Commerzbank vormals Dresdner Bank,DRESDEFF511,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51180041,https://psd2.api.commerzbank.com/berlingroup,
07acacb2-b937-46f0-8e4d-7d6da80120ea,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51340013,https://psd2.api.commerzbank.com/berlingroup,
82048cb0-31c0-43ba-adec-049d65e99447,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51343224,https://psd2.api.commerzbank.com/berlingroup,
5f278dd7-0929-476c-8761-1bf8b1f0eb8e,Commerzbank vormals Dresdner Bank,DRESDEFF513,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51380040,https://psd2.api.commerzbank.com/berlingroup,
fbd28885-909e-466b-a322-5a7e74c4adf2,Commerzbank vormals Dresdner Bank PCC DCC-ITGK 1,DRESDEFFJ18,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51380085,https://psd2.api.commerzbank.com/berlingroup,
7b23de26-583c-4aa6-a762-88324c593670,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51540037,https://psd2.api.commerzbank.com/berlingroup,
338da47a-b65d-40b2-9fb7-3a2dc4b30139,Commerzbank vormals Dresdner Bank,DRESDEFF515,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51580044,https://psd2.api.commerzbank.com/berlingroup,
ec08c0e5-93dc-4f4f-a623-a1a6351d4709,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,51640043,https://psd2.api.commerzbank.com/berlingroup,
d2b82f81-caf8-444a-b6fe-e9548ba23b7e,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,52040021,https://psd2.api.commerzbank.com/berlingroup,
a3579d16-3a0e-4f75-8c14-0bdbb507b101,Commerzbank vormals Dresdner Bank,DRESDEFF520,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,52080080,https://psd2.api.commerzbank.com/berlingroup,
0d5a37a2-5ed8-4709-a7a2-41148ce91e61,Commerzbank vormals Dresdner Bank PCC DCC-ITGK1,DRESDEFFJ19,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,52080085,https://psd2.api.commerzbank.com/berlingroup,
cab9aa25-4660-4b1d-98aa-a772275ddfae,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,52240006,https://psd2.api.commerzbank.com/berlingroup,
77879af2-1717-4be5-8e30-3a34edbaddd5,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,53040012,https://psd2.api.commerzbank.com/berlingroup,
