id,action_id,protocol_action,sub_protocol_bean_name
11169,11754,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11170,11754,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11171,11754,DENY_AUTHORIZATION,xs2aDenyAuthorization
11172,11760,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11173,11760,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11174,11760,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11175,11760,DENY_AUTHORIZATION,hbciDenyAuthorization
11176,11766,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11177,11766,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11178,11766,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11179,11766,DENY_AUTHORIZATION,xs2aDenyAuthorization
11180,11772,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11181,11772,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11182,11772,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11183,11772,DENY_AUTHORIZATION,hbciDenyAuthorization
11184,11778,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11185,11778,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11186,11778,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11187,11778,DENY_AUTHORIZATION,xs2aDenyAuthorization
11188,11784,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11189,11784,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11190,11784,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11191,11784,DENY_AUTHORIZATION,hbciDenyAuthorization
11192,11790,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11193,11790,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11194,11790,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11195,11790,DENY_AUTHORIZATION,xs2aDenyAuthorization
11196,11796,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11197,11796,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11198,11796,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11199,11796,DENY_AUTHORIZATION,hbciDenyAuthorization
11200,11802,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11201,11802,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11202,11802,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11203,11802,DENY_AUTHORIZATION,xs2aDenyAuthorization
11204,11808,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11205,11808,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11206,11808,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11207,11808,DENY_AUTHORIZATION,hbciDenyAuthorization
11208,11814,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11209,11814,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11210,11814,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11211,11814,DENY_AUTHORIZATION,xs2aDenyAuthorization
11212,11820,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11213,11820,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11214,11820,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11215,11820,DENY_AUTHORIZATION,hbciDenyAuthorization
11216,11826,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11217,11826,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11218,11826,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11219,11826,DENY_AUTHORIZATION,xs2aDenyAuthorization
11220,11832,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11221,11832,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11222,11832,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11223,11832,DENY_AUTHORIZATION,hbciDenyAuthorization
11224,11838,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11225,11838,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11226,11838,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11227,11838,DENY_AUTHORIZATION,xs2aDenyAuthorization
11228,11844,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11229,11844,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11230,11844,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11231,11844,DENY_AUTHORIZATION,hbciDenyAuthorization
11232,11850,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11233,11850,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11234,11850,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11235,11850,DENY_AUTHORIZATION,xs2aDenyAuthorization
11236,11856,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11237,11856,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11238,11856,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11239,11856,DENY_AUTHORIZATION,hbciDenyAuthorization
11240,11862,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11241,11862,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11242,11862,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11243,11862,DENY_AUTHORIZATION,xs2aDenyAuthorization
11244,11868,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11245,11868,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11246,11868,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11247,11868,DENY_AUTHORIZATION,hbciDenyAuthorization
11248,11874,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11249,11874,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11250,11874,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11251,11874,DENY_AUTHORIZATION,xs2aDenyAuthorization
11252,11880,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11253,11880,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11254,11880,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11255,11880,DENY_AUTHORIZATION,hbciDenyAuthorization
11256,11886,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11257,11886,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11258,11886,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11259,11886,DENY_AUTHORIZATION,xs2aDenyAuthorization
11260,11892,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11261,11892,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11262,11892,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11263,11892,DENY_AUTHORIZATION,hbciDenyAuthorization
11264,11898,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11265,11898,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11266,11898,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11267,11898,DENY_AUTHORIZATION,xs2aDenyAuthorization
11268,11904,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11269,11904,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11270,11904,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11271,11904,DENY_AUTHORIZATION,hbciDenyAuthorization
11272,11910,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11273,11910,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11274,11910,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11275,11910,DENY_AUTHORIZATION,xs2aDenyAuthorization
11276,11916,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11277,11916,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11278,11916,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11279,11916,DENY_AUTHORIZATION,hbciDenyAuthorization
11280,11922,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11281,11922,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11282,11922,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11283,11922,DENY_AUTHORIZATION,xs2aDenyAuthorization
11284,11928,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11285,11928,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11286,11928,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11287,11928,DENY_AUTHORIZATION,hbciDenyAuthorization
11288,11934,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11289,11934,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11290,11934,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11291,11934,DENY_AUTHORIZATION,xs2aDenyAuthorization
11292,11940,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11293,11940,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11294,11940,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11295,11940,DENY_AUTHORIZATION,hbciDenyAuthorization
11296,11946,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11297,11946,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11298,11946,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11299,11946,DENY_AUTHORIZATION,xs2aDenyAuthorization
11300,11952,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11301,11952,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11302,11952,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11303,11952,DENY_AUTHORIZATION,hbciDenyAuthorization
11304,11958,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11305,11958,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11306,11958,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11307,11958,DENY_AUTHORIZATION,xs2aDenyAuthorization
11308,11964,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11309,11964,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11310,11964,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11311,11964,DENY_AUTHORIZATION,hbciDenyAuthorization
11312,11970,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11313,11970,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11314,11970,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11315,11970,DENY_AUTHORIZATION,xs2aDenyAuthorization
11316,11976,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11317,11976,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11318,11976,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11319,11976,DENY_AUTHORIZATION,hbciDenyAuthorization
11320,11982,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11321,11982,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11322,11982,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11323,11982,DENY_AUTHORIZATION,xs2aDenyAuthorization
11324,11988,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11325,11988,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11326,11988,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11327,11988,DENY_AUTHORIZATION,hbciDenyAuthorization
11328,11994,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11329,11994,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11330,11994,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11331,11994,DENY_AUTHORIZATION,xs2aDenyAuthorization
11332,12000,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11333,12000,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11334,12000,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11335,12000,DENY_AUTHORIZATION,hbciDenyAuthorization
11336,12006,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11337,12006,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11338,12006,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11339,12006,DENY_AUTHORIZATION,xs2aDenyAuthorization
11340,12012,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11341,12012,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11342,12012,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11343,12012,DENY_AUTHORIZATION,hbciDenyAuthorization
11344,12018,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11345,12018,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11346,12018,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11347,12018,DENY_AUTHORIZATION,xs2aDenyAuthorization
11348,12024,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11349,12024,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11350,12024,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11351,12024,DENY_AUTHORIZATION,hbciDenyAuthorization
11352,12030,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11353,12030,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11354,12030,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11355,12030,DENY_AUTHORIZATION,xs2aDenyAuthorization
11356,12036,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11357,12036,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11358,12036,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11359,12036,DENY_AUTHORIZATION,hbciDenyAuthorization
11360,12042,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11361,12042,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11362,12042,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11363,12042,DENY_AUTHORIZATION,xs2aDenyAuthorization
11364,12048,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11365,12048,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11366,12048,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11367,12048,DENY_AUTHORIZATION,hbciDenyAuthorization
11368,12054,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11369,12054,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11370,12054,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11371,12054,DENY_AUTHORIZATION,xs2aDenyAuthorization
11372,12060,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11373,12060,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11374,12060,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11375,12060,DENY_AUTHORIZATION,hbciDenyAuthorization
11376,12066,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11377,12066,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11378,12066,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11379,12066,DENY_AUTHORIZATION,xs2aDenyAuthorization
11380,12072,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11381,12072,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11382,12072,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11383,12072,DENY_AUTHORIZATION,hbciDenyAuthorization
11384,12078,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11385,12078,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11386,12078,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11387,12078,DENY_AUTHORIZATION,xs2aDenyAuthorization
11388,12084,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11389,12084,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11390,12084,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11391,12084,DENY_AUTHORIZATION,hbciDenyAuthorization
11392,12090,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11393,12090,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11394,12090,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11395,12090,DENY_AUTHORIZATION,xs2aDenyAuthorization
11396,12096,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11397,12096,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11398,12096,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11399,12096,DENY_AUTHORIZATION,hbciDenyAuthorization
11400,12102,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11401,12102,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11402,12102,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11403,12102,DENY_AUTHORIZATION,xs2aDenyAuthorization
11404,12108,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11405,12108,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11406,12108,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11407,12108,DENY_AUTHORIZATION,hbciDenyAuthorization
11408,12114,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11409,12114,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11410,12114,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11411,12114,DENY_AUTHORIZATION,xs2aDenyAuthorization
11412,12120,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11413,12120,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11414,12120,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11415,12120,DENY_AUTHORIZATION,hbciDenyAuthorization
11416,12126,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11417,12126,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11418,12126,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11419,12126,DENY_AUTHORIZATION,xs2aDenyAuthorization
11420,12132,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11421,12132,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11422,12132,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11423,12132,DENY_AUTHORIZATION,hbciDenyAuthorization
11424,12138,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11425,12138,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11426,12138,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11427,12138,DENY_AUTHORIZATION,xs2aDenyAuthorization
11428,12144,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11429,12144,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11430,12144,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11431,12144,DENY_AUTHORIZATION,hbciDenyAuthorization
11432,12150,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11433,12150,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11434,12150,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11435,12150,DENY_AUTHORIZATION,xs2aDenyAuthorization
11436,12156,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11437,12156,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11438,12156,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11439,12156,DENY_AUTHORIZATION,hbciDenyAuthorization
11440,12162,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11441,12162,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11442,12162,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11443,12162,DENY_AUTHORIZATION,xs2aDenyAuthorization
11444,12168,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11445,12168,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11446,12168,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11447,12168,DENY_AUTHORIZATION,hbciDenyAuthorization
11448,12174,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11449,12174,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11450,12174,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11451,12174,DENY_AUTHORIZATION,xs2aDenyAuthorization
11452,12180,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11453,12180,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11454,12180,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11455,12180,DENY_AUTHORIZATION,hbciDenyAuthorization
11456,12186,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11457,12186,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11458,12186,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11459,12186,DENY_AUTHORIZATION,xs2aDenyAuthorization
11460,12192,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11461,12192,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11462,12192,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11463,12192,DENY_AUTHORIZATION,hbciDenyAuthorization
11464,12198,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11465,12198,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11466,12198,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11467,12198,DENY_AUTHORIZATION,xs2aDenyAuthorization
11468,12204,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11469,12204,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11470,12204,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11471,12204,DENY_AUTHORIZATION,hbciDenyAuthorization
11472,12210,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11473,12210,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11474,12210,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11475,12210,DENY_AUTHORIZATION,xs2aDenyAuthorization
11476,12216,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11477,12216,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11478,12216,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11479,12216,DENY_AUTHORIZATION,hbciDenyAuthorization
11480,12222,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11481,12222,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11482,12222,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11483,12222,DENY_AUTHORIZATION,xs2aDenyAuthorization
11484,12228,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11485,12228,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11486,12228,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11487,12228,DENY_AUTHORIZATION,hbciDenyAuthorization
11488,12234,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11489,12234,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11490,12234,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11491,12234,DENY_AUTHORIZATION,xs2aDenyAuthorization
11492,12240,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11493,12240,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11494,12240,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11495,12240,DENY_AUTHORIZATION,hbciDenyAuthorization
11496,12246,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11497,12246,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11498,12246,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11499,12246,DENY_AUTHORIZATION,xs2aDenyAuthorization
11500,12252,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11501,12252,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11502,12252,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11503,12252,DENY_AUTHORIZATION,hbciDenyAuthorization
11504,12258,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11505,12258,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11506,12258,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11507,12258,DENY_AUTHORIZATION,xs2aDenyAuthorization
11508,12264,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11509,12264,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11510,12264,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11511,12264,DENY_AUTHORIZATION,hbciDenyAuthorization
11512,12270,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11513,12270,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11514,12270,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11515,12270,DENY_AUTHORIZATION,xs2aDenyAuthorization
11516,12276,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11517,12276,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11518,12276,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11519,12276,DENY_AUTHORIZATION,hbciDenyAuthorization
11520,12282,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11521,12282,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11522,12282,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11523,12282,DENY_AUTHORIZATION,xs2aDenyAuthorization
11524,12288,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11525,12288,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11526,12288,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11527,12288,DENY_AUTHORIZATION,hbciDenyAuthorization
11528,12294,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11529,12294,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11530,12294,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11531,12294,DENY_AUTHORIZATION,xs2aDenyAuthorization
11532,12300,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11533,12300,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11534,12300,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11535,12300,DENY_AUTHORIZATION,hbciDenyAuthorization
11536,12306,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11537,12306,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11538,12306,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11539,12306,DENY_AUTHORIZATION,xs2aDenyAuthorization
11540,12312,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11541,12312,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11542,12312,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11543,12312,DENY_AUTHORIZATION,hbciDenyAuthorization
11544,12318,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11545,12318,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11546,12318,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11547,12318,DENY_AUTHORIZATION,xs2aDenyAuthorization
11548,12324,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11549,12324,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11550,12324,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11551,12324,DENY_AUTHORIZATION,hbciDenyAuthorization
11552,12330,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11553,12330,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11554,12330,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11555,12330,DENY_AUTHORIZATION,xs2aDenyAuthorization
11556,12336,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
11557,12336,UPDATE_AUTHORIZATION,hbciUpdateAuthorization
11558,12336,FROM_ASPSP_REDIRECT,hbciFromAspspRedirect
11559,12336,DENY_AUTHORIZATION,hbciDenyAuthorization
11560,12342,GET_AUTHORIZATION_STATE,xs2aGetAuthorizationState
11561,12342,UPDATE_AUTHORIZATION,xs2aUpdateAuthorization
11562,12342,FROM_ASPSP_REDIRECT,xs2aFromAspspRedirect
11563,12342,DENY_AUTHORIZATION,xs2aDenyAuthorization
11564,12348,GET_AUTHORIZATION_STATE,hbciGetAuthorizationState
